fecha,hora,pm10_ugm3,humedad_relativa_pct,direccion_viento_grados,velocidad_viento_ms,precipitacion_mm,condicion_lluvia,estacion_anio,n_eventos,numero_taladros,tonelaje_tm,anfo_kg,emulsion_kg,explosivo_total_kg,p80,mes,tiempo_taladro_ms,tiempo_fila_ms,n_retardos_taladro,n_retardos_fila
2023-06-04,12,30.7,50.0,307.0,2.6,0.0,Seco,Otoño,1,100,54645.0,2437,10021,12458,3.948,6,26.0,182.0,1,1
2023-06-05,12,61.1,42.0,311.0,2.8,0.0,Seco,Otoño,1,54,17885.0,1090,4476,5566,4.797,6,17.0,100.0,1,1
2023-06-05,13,113.0,35.0,307.0,1.1,0.0,Seco,Otoño,1,60,32944.0,1333,5475,6807,4.139,6,26.0,182.0,2,1
2023-06-06,12,42.6,49.0,306.0,3.2,0.0,Seco,Otoño,1,69,35458.0,1724,7081,8805,3.948,6,17.0,75.0,1,2
2023-06-07,13,41.9,52.0,290.0,0.8,0.0,Seco,Otoño,2,69,34372.0,2548,6113,8661,8.568,6,17.0,575.0,1,1
2023-06-07,14,119.4,47.0,298.0,1.9,0.0,Seco,Otoño,1,18,9320.0,628,1505,2133,4.797,6,17.0,100.0,1,1
2023-06-09,7,29.6,95.0,176.0,0.0,0.0,Seco,Otoño,1,206,123101.0,5019,20668,25688,4.715,6,10.0,182.0,1,1
2023-06-09,12,29.6,59.0,19.0,0.3,0.0,Seco,Otoño,1,63,40066.0,2504,6008,8512,4.715,6,17.0,100.0,1,1
2023-06-10,7,29.6,89.0,169.0,0.0,0.0,Seco,Otoño,1,85,44636.0,2083,8561,10644,6.23,6,7.0,150.0,1,1
2023-06-11,12,29.6,60.0,315.0,2.7,0.0,Seco,Otoño,2,170,82079.0,4722,15510,20232,9.915,6,20.0,224.0,1,1
2023-06-12,12,,62.0,331.0,1.5,0.0,Seco,Otoño,2,369,144088.0,7362,30235,37598,10.985,6,20.0,224.0,1,1
2023-06-13,12,,66.0,112.0,0.2,1.0,Lluvia ligera,Otoño,1,96,59175.0,2177,8971,11148,4.797,6,17.0,42.0,1,2
2023-06-14,7,,92.0,180.0,0.0,0.0,Seco,Otoño,2,131,53298.0,1866,7634,9499,9.81,6,34.0,75.0,1,1
2023-06-15,7,,98.0,294.0,0.0,0.0,Seco,Otoño,1,49,30221.0,1319,5422,6741,5.2,6,17.0,42.0,1,2
2023-06-15,13,,72.0,320.0,0.9,0.0,Seco,Otoño,2,188,83358.0,5602,13561,19163,9.156,6,34.0,84.0,1,1
2023-06-16,13,,61.0,341.0,0.4,0.0,Seco,Otoño,1,75,37210.0,2311,5550,7861,4.61,6,26.0,182.0,3,2
2023-06-16,14,,58.0,287.0,1.6,0.0,Seco,Otoño,1,29,,0,1953,1953,4.797,6,26.0,182.0,1,1
2023-06-17,12,,64.0,12.0,0.7,0.0,Seco,Otoño,2,106,52313.0,3019,9222,12241,10.722000000000001,6,34.0,100.0,1,1
2023-06-17,14,,41.0,116.0,3.1,0.0,Seco,Otoño,1,49,28181.0,1627,3916,5542,4.203,6,17.0,100.0,1,1
2023-06-18,12,,48.0,317.0,3.3,0.0,Seco,Otoño,2,240,140899.0,7858,24963,32821,10.599,6,34.0,42.0,1,1
2023-06-19,12,,47.0,323.0,1.6,0.0,Seco,Otoño,1,69,26234.0,1616,3879,5495,4.127,6,26.0,182.0,1,1
2023-06-19,13,,38.0,307.0,2.2,0.0,Seco,Otoño,1,49,19655.0,1380,3357,4737,6.188,6,17.0,75.0,1,2
2023-06-20,12,117.4,43.0,246.0,0.0,0.0,Seco,Otoño,2,109,50390.0,3206,7685,10890,11.388,6,43.0,282.0,1,1
2023-06-21,12,,40.0,321.0,2.7,0.0,Seco,Invierno,1,79,40231.0,2043,8366,10410,4.127,6,3.0,182.0,1,1
2023-06-22,12,,41.0,310.0,2.1,0.0,Seco,Invierno,2,286,136627.0,6652,27343,33995,10.985,6,24.0,182.0,1,1
2023-06-22,13,,32.0,316.0,2.4,0.0,Seco,Invierno,1,126,62455.0,2838,11727,14565,4.127,6,3.0,182.0,1,1
2023-06-23,12,,46.0,328.0,1.7,0.0,Seco,Invierno,1,116,52329.0,2326,9567,11894,5.2,6,26.0,182.0,1,1
2023-06-24,12,,47.0,313.0,2.9,0.0,Seco,Invierno,1,73,36572.0,1478,5989,7467,6.188,6,17.0,75.0,1,2
2023-06-24,13,,42.0,334.0,1.5,0.0,Seco,Invierno,1,126,56927.0,4342,10346,14688,5.2,6,26.0,182.0,1,1
2023-06-25,12,,38.0,345.0,1.4,0.0,Seco,Invierno,1,54,23394.0,2058,4939,6997,5.369,6,3.0,182.0,1,1
2023-06-25,13,,31.0,41.0,0.9,0.0,Seco,Invierno,1,119,51172.0,2467,10142,12610,6.188,6,17.0,100.0,1,1
2023-06-26,12,,35.0,96.0,3.2,0.0,Seco,Invierno,1,149,53252.0,4881,11707,16588,5.2,6,3.0,182.0,1,1
2023-06-27,13,21.1,34.0,318.0,3.1,0.0,Seco,Invierno,1,111,50118.0,1361,5585,6946,4.747,6,3.0,182.0,1,1
2023-06-28,12,24.5,43.0,336.0,1.9,0.0,Seco,Invierno,2,247,111367.0,4478,18400,22877,10.023,6,6.0,364.0,1,1
2023-06-29,12,154.2,47.0,122.0,2.2,0.0,Seco,Invierno,2,221,82773.0,7087,16879,23966,9.171,6,17.0,225.0,1,1
2023-06-30,12,50.2,46.0,313.0,2.2,0.0,Seco,Invierno,2,289,136181.0,8909,21295,30203,9.059999999999999,6,34.0,75.0,1,1
2023-07-01,12,24.4,43.0,320.0,3.0,0.0,Seco,Invierno,2,232,116803.0,7275,17502,24776,8.789000000000001,7,17.0,42.0,1,1
2023-07-02,12,24.2,36.0,328.0,2.3,0.0,Seco,Invierno,3,299,145221.0,7414,25245,32659,15.704,7,51.0,0.0,1,1
2023-07-04,7,218.9,75.0,193.0,0.0,0.0,Seco,Invierno,1,161,90345.0,5917,14195,20112,4.78,7,17.0,42.0,1,2
2023-07-04,12,25.3,42.0,313.0,2.7,0.0,Seco,Invierno,1,91,,1372,5693,7065,5.359,7,10.0,150.0,2,2
2023-07-04,13,23.5,34.0,325.0,2.1,0.0,Seco,Invierno,1,79,62871.0,1495,6201,7697,5.306,7,17.0,42.0,1,2
2023-07-05,12,106.3,37.0,313.0,2.6,0.0,Seco,Invierno,1,136,70030.0,4946,11869,16814,4.137,7,3.0,182.0,2,2
2023-07-06,7,87.7,77.0,194.0,0.0,0.0,Seco,Invierno,1,80,41239.0,2765,6696,9461,5.306,7,17.0,75.0,1,2
2023-07-06,12,25.1,43.0,11.0,0.4,0.0,Seco,Invierno,2,112,58553.0,4119,9890,14009,9.234,7,24.0,250.0,1,1
2023-07-07,7,81.8,79.0,203.0,0.0,0.0,Seco,Invierno,1,91,48669.0,3186,7638,10824,5.48,7,3.0,182.0,1,1
2023-07-08,7,26.9,82.0,174.0,0.0,0.0,Seco,Invierno,1,114,42569.0,3121,7452,10574,5.067,7,7.0,150.0,1,1
2023-07-08,13,30.4,46.0,309.0,1.0,0.0,Seco,Invierno,1,132,63849.0,4333,10382,14715,6.048,7,7.0,150.0,1,1
2023-07-08,16,74.8,32.0,305.0,1.8,0.0,Seco,Invierno,1,156,85076.0,5588,13346,18934,5.066,7,3.0,182.0,1,1
2023-07-10,7,45.7,88.0,181.0,0.0,0.0,Seco,Invierno,2,247,139251.0,5969,18498,24467,9.733,7,20.0,182.0,1,1
2023-07-11,7,25.1,87.0,165.0,0.0,0.0,Seco,Invierno,1,111,59957.0,4074,9766,13840,5.78,7,3.0,182.0,1,1
2023-07-12,7,159.4,79.0,184.0,0.0,0.0,Seco,Invierno,1,67,28585.0,2391,5720,8111,5.297,7,17.0,100.0,1,1
2023-07-12,12,26.3,46.0,312.0,2.6,0.0,Seco,Invierno,3,344,161080.0,9449,29006,38453,18.317,7,23.0,439.0,1,1
2023-07-14,7,49.5,77.0,170.0,0.0,0.0,Seco,Invierno,1,165,77182.0,4938,11851,16789,6.064,7,17.0,25.0,1,2
2023-07-14,12,34.4,41.0,318.0,3.3,0.0,Seco,Invierno,1,95,60430.0,2965,7183,10149,5.48,7,7.0,182.0,1,1
2023-07-15,8,36.9,77.0,138.0,0.0,0.0,Seco,Invierno,1,98,41217.0,2845,6875,9720,4.106,7,3.0,182.0,1,1
2023-07-16,12,44.6,60.0,70.0,0.0,0.0,Seco,Invierno,1,122,56263.0,3716,8912,12628,5.669,7,26.0,182.0,1,1
2023-07-17,7,39.7,86.0,162.0,0.0,0.0,Seco,Invierno,2,131,61608.0,4064,9757,13821,7.751,7,20.0,257.0,1,1
2023-07-18,7,8.9,84.0,161.0,0.0,0.0,Seco,Invierno,1,127,62782.0,5300,12713,18013,4.53,7,3.0,182.0,1,1
2023-07-18,12,60.1,45.0,135.0,1.4,0.0,Seco,Invierno,1,19,7065.0,530,1271,1801,4.53,7,13.0,182.0,2,1
2023-07-20,12,51.5,39.0,116.0,1.7,0.0,Seco,Invierno,1,73,32973.0,2294,5506,7800,4.53,7,3.0,182.0,1,1
2023-07-21,12,50.6,39.0,102.0,3.5,0.0,Seco,Invierno,2,248,127381.0,7440,17932,25371,11.02,7,34.0,0.0,1,1
2023-07-22,13,23.5,38.0,312.0,2.1,0.0,Seco,Invierno,2,158,60061.0,3994,12103,16097,6.734,7,0.0,0.0,1,1
2023-07-23,7,,81.0,166.0,0.0,0.0,Seco,Invierno,1,115,66739.0,4441,10641,15082,5.2,7,3.0,182.0,2,1
2023-07-24,7,14.1,68.0,170.0,0.0,0.0,Seco,Invierno,1,118,69771.0,4688,11235,15922,6.064,7,3.0,182.0,2,1
2023-07-24,12,49.1,36.0,313.0,3.1,0.0,Seco,Invierno,1,186,93287.0,6012,14478,20490,4.477,7,17.0,25.0,1,2
2023-07-26,7,79.0,75.0,170.0,0.0,0.0,Seco,Invierno,2,191,92292.0,4352,10497,14849,11.288,7,43.0,42.0,1,1
2023-07-26,12,24.2,39.0,314.0,2.6,0.0,Seco,Invierno,3,250,97881.0,4888,22125,27012,16.664,7,41.0,257.0,1,1
2023-07-28,7,29.6,78.0,187.0,0.0,0.0,Seco,Invierno,1,69,39897.0,2709,6499,9208,5.644,7,3.0,182.0,1,1
2023-07-29,12,53.8,41.0,107.0,2.7,0.0,Seco,Invierno,2,281,125711.0,8942,21375,30317,10.271,7,0.0,332.0,1,1
2023-07-30,12,16.8,49.0,308.0,2.0,0.0,Seco,Invierno,2,254,124295.0,7897,18983,26880,11.328,7,17.0,225.0,1,1
2023-07-31,13,70.4,20.0,143.0,2.5,0.0,Seco,Invierno,1,196,87408.0,2877,11871,14748,5.816,7,17.0,65.0,1,1
2023-08-01,12,46.0,16.0,116.0,4.3,0.0,Seco,Invierno,1,50,27922.0,1942,4645,6588,5.818,8,3.0,182.0,2,1
2023-08-02,7,42.9,59.0,174.0,0.0,0.0,Seco,Invierno,1,156,75331.0,3396,14035,17431,5.196,8,17.0,42.0,1,3
2023-08-02,12,78.5,24.0,317.0,3.1,0.0,Seco,Invierno,1,162,,5469,13118,18587,5.215,8,8.0,150.0,1,1
2023-08-02,14,91.0,18.0,96.0,1.8,0.0,Seco,Invierno,1,101,95282.0,3001,7196,10197,4.416,8,3.0,182.0,1,1
2023-08-03,7,31.3,71.0,168.0,0.0,0.0,Seco,Invierno,1,81,48516.0,2915,6990,9905,5.215,8,7.0,150.0,1,1
2023-08-03,13,40.3,30.0,316.0,2.7,0.0,Seco,Invierno,1,100,53465.0,3315,7968,11283,5.937,8,3.0,182.0,2,1
2023-08-04,12,36.2,40.0,315.0,2.4,0.0,Seco,Invierno,1,157,64620.0,1656,15394,17050,4.911,8,7.0,150.0,1,1
2023-08-05,12,55.0,38.0,314.0,3.7,0.0,Seco,Invierno,1,133,63697.0,1394,12983,14377,5.388,8,7.0,150.0,1,1
2023-08-07,7,37.4,81.0,184.0,0.0,0.0,Seco,Invierno,2,253,125353.0,2792,25833,28624,8.026,8,24.0,150.0,1,1
2023-08-07,12,69.3,44.0,315.0,1.7,0.0,Seco,Invierno,1,56,21481.0,493,4562,5055,5.937,8,17.0,100.0,1,1
2023-08-08,12,61.6,39.0,112.0,2.8,0.0,Seco,Invierno,1,117,64685.0,1252,11655,12907,4.265,8,17.0,100.0,1,1
2023-08-09,7,22.8,73.0,170.0,0.0,0.0,Seco,Invierno,1,103,51192.0,1091,10088,11180,4.494,8,17.0,42.0,1,1
2023-08-09,13,60.1,32.0,111.0,4.4,0.0,Seco,Invierno,1,28,9463.0,330,3050,3380,3.761,8,17.0,100.0,1,1
2023-08-10,7,78.8,83.0,158.0,0.0,0.0,Seco,Invierno,1,93,50253.0,1080,10072,11152,3.975,8,17.0,42.0,1,2
2023-08-10,12,26.8,40.0,345.0,1.6,0.0,Seco,Invierno,1,56,34607.0,755,6984,7739,3.943,8,17.0,42.0,1,1
2023-08-10,13,85.0,32.0,6.0,1.9,0.0,Seco,Invierno,1,52,28504.0,611,5647,6257,5.78,8,17.0,42.0,1,1
2023-08-12,13,52.1,44.0,305.0,3.1,0.0,Seco,Invierno,1,96,49802.0,1043,9659,10702,5.657,8,3.0,105.0,1,1
2023-08-13,12,23.3,51.0,301.0,2.7,0.0,Seco,Invierno,3,352,159167.0,4085,37973,42058,16.53,8,37.0,262.0,1,1
2023-08-13,13,22.4,48.0,301.0,3.3,0.0,Seco,Invierno,1,74,42619.0,888,8299,9187,5.657,8,3.0,120.0,1,1
2023-08-14,7,23.7,95.0,151.0,0.0,0.0,Seco,Invierno,1,55,35029.0,754,6978,7731,4.416,8,3.0,120.0,1,1
2023-08-15,7,11.3,98.0,154.0,0.0,0.0,Seco,Invierno,1,106,41607.0,2103,8652,10755,5.657,8,3.0,90.0,1,1
2023-08-15,13,11.3,57.0,320.0,2.1,0.0,Seco,Invierno,1,85,53717.0,3261,7822,11083,5.533,8,3.0,182.0,1,1
2023-08-16,12,11.3,43.0,308.0,2.8,0.0,Seco,Invierno,1,136,81278.0,5407,12965,18372,4.416,8,3.0,182.0,1,1
2023-08-17,12,11.3,47.0,315.0,3.1,0.0,Seco,Invierno,1,70,44084.0,2748,6590,9337,5.426,8,17.0,65.0,1,2
2023-08-18,12,11.3,44.0,319.0,3.0,0.0,Seco,Invierno,1,77,41939.0,2480,5947,8427,4.778,8,17.0,100.0,1,1
2023-08-20,12,6.7,34.0,315.0,2.6,0.0,Seco,Invierno,2,132,67988.0,3976,10855,14831,10.852,8,34.0,84.0,1,1
2023-08-21,12,48.4,34.0,313.0,2.9,0.0,Seco,Invierno,4,258,126336.0,8756,20991,29746,21.955999999999996,8,68.0,191.0,1,1
2023-08-23,12,35.4,26.0,118.0,1.9,0.0,Seco,Invierno,4,283,156663.0,9055,21740,30794,22.04,8,68.0,307.0,1,1
2023-08-25,12,60.2,40.0,309.0,3.0,0.0,Seco,Invierno,1,117,63256.0,4358,10451,14809,5.426,8,17.0,65.0,1,2
2023-08-26,9,36.7,72.0,355.0,0.0,0.0,Seco,Invierno,2,191,93972.0,2233,20647,22880,11.34,8,34.0,100.0,1,1
2023-08-27,9,33.0,76.0,96.0,0.0,0.0,Seco,Invierno,2,163,88578.0,1663,15371,17034,10.45,8,34.0,142.0,1,1
2023-08-29,9,18.4,73.0,103.0,1.4,0.0,Seco,Invierno,1,131,85486.0,1620,14992,16611,4.625,8,17.0,42.0,1,2
2023-08-29,13,126.8,33.0,316.0,2.8,0.0,Seco,Invierno,1,76,46952.0,1044,9662,10707,5.906,8,3.0,182.0,1,1
2023-08-30,12,187.8,38.0,333.0,2.4,0.0,Seco,Invierno,1,210,108374.0,2412,22239,24651,5.51,8,3.0,182.0,1,1
2023-08-30,13,234.7,31.0,5.0,1.5,0.0,Seco,Invierno,1,70,26418.0,573,5290,5863,4.022,8,17.0,42.0,1,2
2023-08-31,9,28.4,74.0,145.0,0.0,0.0,Seco,Invierno,1,130,74907.0,1627,15052,16679,5.942,8,3.0,182.0,1,1
2023-09-01,9,22.0,66.0,169.0,0.0,0.0,Seco,Invierno,1,37,22729.0,476,4408,4884,5.636,9,17.0,65.0,1,1
2023-09-02,12,30.0,46.0,94.0,1.1,0.0,Seco,Invierno,2,184,86629.0,2100,19465,21566,11.393,9,34.0,130.0,1,1
2023-09-02,13,30.3,39.0,301.0,2.4,0.0,Seco,Invierno,1,28,15267.0,352,3252,3603,5.942,9,17.0,65.0,1,1
2023-09-03,12,24.2,40.0,331.0,2.3,0.0,Seco,Invierno,1,119,56464.0,1325,12260,13585,4.512,9,17.0,65.0,1,1
2023-09-04,7,19.8,88.0,139.0,0.0,0.0,Seco,Invierno,1,89,39619.0,1016,9319,10335,5.702,9,17.0,42.0,1,2
2023-09-04,12,22.1,55.0,308.0,0.9,0.0,Seco,Invierno,1,139,72301.0,1435,13270,14705,5.458,9,17.0,42.0,1,2
2023-09-05,7,17.3,77.0,157.0,0.0,0.0,Seco,Invierno,1,107,58640.0,1313,12156,13469,4.512,9,3.0,182.0,1,1
2023-09-06,12,108.9,33.0,116.0,3.1,0.0,Seco,Invierno,1,113,46926.0,562,5195,5757,5.362,9,17.0,42.0,1,1
2023-09-07,9,25.9,72.0,103.0,0.0,0.0,Seco,Invierno,1,70,40529.0,2530,6034,8564,5.702,9,3.0,182.0,2,1
2023-09-07,13,44.0,34.0,242.0,0.9,0.0,Seco,Invierno,1,115,68350.0,4362,10462,14824,5.942,9,3.0,125.0,1,1
2023-09-08,7,32.0,78.0,254.0,0.0,0.0,Seco,Invierno,1,129,57202.0,4443,10611,15054,5.286,9,17.0,42.0,1,1
2023-09-08,13,43.2,39.0,311.0,3.2,0.0,Seco,Invierno,1,80,50538.0,3175,7600,10775,5.942,9,3.0,115.0,1,1
2023-09-09,12,94.6,30.0,148.0,1.5,0.0,Seco,Invierno,3,183,108136.0,7181,17218,24399,15.879999999999999,9,27.0,339.0,1,1
2023-09-10,12,170.4,29.0,119.0,2.6,0.0,Seco,Invierno,2,358,161462.0,8246,25432,33678,9.937999999999999,9,34.0,67.0,1,1
2023-09-10,13,102.2,26.0,145.0,3.2,0.0,Seco,Invierno,1,146,64773.0,4014,9695,13710,4.512,9,7.0,182.0,1,1
2023-09-11,12,86.0,27.0,115.0,3.3,0.0,Seco,Invierno,1,120,61979.0,4426,10624,15050,4.512,9,7.0,182.0,1,1
2023-09-11,13,53.9,26.0,112.0,3.7,0.0,Seco,Invierno,1,81,47171.0,2830,6796,9626,4.512,9,17.0,42.0,1,1
2023-09-12,9,39.2,68.0,111.0,1.9,0.0,Seco,Invierno,1,73,42481.0,2977,7139,10116,5.673,9,3.0,115.0,1,1
2023-09-14,12,34.0,51.0,317.0,1.0,0.0,Seco,Invierno,1,122,69544.0,4326,10337,14663,5.355,9,17.0,65.0,1,2
2023-09-15,12,32.3,46.0,302.0,2.1,0.0,Seco,Invierno,3,171,74822.0,5017,12068,17085,16.341,9,27.0,403.0,1,1
2023-09-16,12,17.2,49.0,299.0,2.9,0.0,Seco,Invierno,2,200,88349.0,6425,15415,21840,11.376,9,34.0,42.0,1,1
2023-09-17,12,30.2,48.0,308.0,1.4,0.0,Seco,Invierno,1,61,34105.0,2650,6358,9008,5.076,9,3.0,182.0,1,1
2023-09-17,13,43.9,41.0,300.0,2.9,0.0,Seco,Invierno,1,96,42510.0,3022,7183,10206,4.383,9,17.0,100.0,1,1
2023-09-18,12,46.4,35.0,315.0,2.1,0.0,Seco,Invierno,1,46,28855.0,2005,4800,6805,5.452,9,14.0,42.0,1,1
2023-09-18,13,52.2,28.0,303.0,1.8,0.0,Seco,Invierno,1,107,62644.0,4399,10543,14942,5.689,9,17.0,42.0,1,1
2023-09-20,9,,65.0,105.0,0.0,0.0,Seco,Invierno,1,58,33599.0,2677,4512,7189,5.076,9,17.0,65.0,1,1
2023-09-20,13,,42.0,305.0,2.5,0.0,Seco,Invierno,1,38,17660.0,1448,3472,4920,5.689,9,17.0,100.0,1,1
2023-09-21,12,,42.0,84.0,1.1,0.0,Seco,Invierno,1,138,76718.0,5042,12087,17129,5.076,9,3.0,182.0,2,1
2023-09-21,13,,40.0,111.0,2.4,0.0,Seco,Invierno,1,48,14241.0,866,2077,2943,4.11,9,17.0,65.0,1,1
2023-09-22,12,,33.0,119.0,3.5,0.0,Seco,Invierno,1,84,36300.0,2427,5880,8307,5.321,9,17.0,100.0,1,1
2023-09-22,13,,31.0,115.0,4.5,0.0,Seco,Invierno,1,33,17795.0,1362,3265,4627,5.076,9,17.0,65.0,1,1
2023-09-23,12,,40.0,107.0,2.9,0.0,Seco,Primavera,1,95,54078.0,2410,9904,12314,5.636,9,3.0,182.0,2,1
2023-09-24,12,132.4,34.0,121.0,2.4,0.0,Seco,Primavera,1,54,,1461,6009,7470,5.524,9,3.0,182.0,2,1
2023-09-24,13,132.4,34.0,109.0,4.9,0.0,Seco,Primavera,1,83,79800.0,2213,9097,11309,5.524,9,17.0,100.0,1,1
2023-09-26,12,,39.0,307.0,3.4,0.0,Seco,Primavera,4,322,173845.0,7240,29841,37081,22.174999999999997,9,34.0,564.0,1,1
2023-09-27,12,,45.0,311.0,2.4,0.0,Seco,Primavera,1,47,17651.0,1131,2738,3868,5.888,9,17.0,65.0,1,1
2023-09-27,13,,40.0,333.0,1.3,0.0,Seco,Primavera,1,100,45895.0,3101,7380,10481,4.504,9,17.0,100.0,1,1
2023-09-28,12,,43.0,340.0,1.3,0.0,Seco,Primavera,2,167,83980.0,4167,11285,15452,11.26,9,34.0,165.0,1,1
2023-09-28,13,,33.0,336.0,2.8,0.0,Seco,Primavera,1,96,59271.0,3753,8986,12739,5.006,9,17.0,65.0,1,2
2023-09-29,12,,53.0,299.0,2.4,0.0,Seco,Primavera,1,40,16551.0,1148,2753,3900,4.613,9,17.0,100.0,1,1
2023-09-29,13,,50.0,309.0,3.0,0.0,Seco,Primavera,1,109,51450.0,3677,8873,12550,5.006,9,3.0,182.0,2,2
2023-09-30,12,,51.0,106.0,2.1,0.0,Seco,Primavera,4,211,121695.0,7668,18316,25985,20.878999999999998,9,20.0,282.0,1,1
2023-10-01,13,,46.0,304.0,2.2,0.0,Seco,Primavera,1,89,43284.0,2576,6248,8823,5.07,10,17.0,100.0,1,1
2023-10-02,12,,43.0,303.0,3.2,0.0,Seco,Primavera,3,145,74512.0,4804,11520,16323,16.266,10,23.0,430.0,1,1
2023-10-03,7,,98.0,171.0,0.0,0.0,Seco,Primavera,1,158,75490.0,3206,13144,16351,6.476,10,17.0,65.0,1,2
2023-10-03,12,,87.0,63.0,0.1,8.5,Lluvia moderada,Primavera,2,95,43717.0,2751,6565,9317,11.26,10,34.0,165.0,1,1
2023-10-04,12,,64.0,322.0,1.1,0.0,Seco,Primavera,2,72,33141.0,1684,5356,7041,11.26,10,34.0,107.0,1,1
2023-10-04,13,,59.0,309.0,2.6,0.0,Seco,Primavera,1,143,66388.0,4635,11051,15686,3.971,10,17.0,65.0,1,2
2023-10-05,12,,57.0,299.0,2.1,0.0,Seco,Primavera,1,48,14789.0,1234,2961,4195,3.971,10,17.0,100.0,1,1
2023-10-06,12,,51.0,319.0,2.6,0.0,Seco,Primavera,1,149,62355.0,5130,12351,17481,5.63,10,3.0,115.0,1,1
2023-10-06,13,,44.0,306.0,2.7,0.0,Seco,Primavera,3,215,93676.0,7259,17358,24617,12.396,10,37.0,247.0,1,1
2023-10-07,12,,57.0,329.0,1.0,0.0,Seco,Primavera,2,242,112442.0,7289,17592,24882,11.315999999999999,10,34.0,65.0,1,1
2023-10-08,12,,56.0,302.0,2.2,0.0,Seco,Primavera,2,109,51897.0,3947,9402,13350,9.624,10,34.0,142.0,1,1
2023-10-09,12,,80.0,323.0,0.0,0.0,Seco,Primavera,2,162,78126.0,5346,12780,18127,11.516,10,34.0,142.0,1,1
2023-10-10,12,,73.0,345.0,0.6,0.0,Seco,Primavera,1,122,62513.0,5076,12171,17247,4.903,10,17.0,42.0,1,2
2023-10-11,12,,61.0,318.0,1.7,0.0,Seco,Primavera,2,173,71288.0,6086,14579,20665,10.714,10,17.0,115.0,1,1
2023-10-12,13,,34.0,111.0,4.4,0.0,Seco,Primavera,2,185,76221.0,6500,15587,22087,9.844000000000001,10,20.0,115.0,1,1
2023-10-13,12,,34.0,94.0,2.3,0.0,Seco,Primavera,2,147,70841.0,5282,12645,17928,10.111,10,34.0,0.0,1,1
2023-10-14,7,,98.0,136.0,0.0,0.0,Seco,Primavera,1,30,53740.0,863,2069,2931,4.903,10,17.0,25.0,1,2
2023-10-14,14,,50.0,112.0,2.5,0.0,Seco,Primavera,2,190,52248.0,6948,16546,23494,10.768,10,34.0,0.0,1,1
2023-10-15,12,,61.0,317.0,2.5,0.0,Seco,Primavera,1,108,45600.0,3767,9044,12811,3.437,10,17.0,65.0,1,1
2023-10-16,7,,89.0,199.0,0.0,0.0,Seco,Primavera,2,112,64774.0,4748,11400,16147,8.747,10,34.0,142.0,1,1
2023-10-16,12,,53.0,311.0,2.1,0.0,Seco,Primavera,1,78,39936.0,3146,7564,10710,3.437,10,17.0,42.0,1,2
2023-10-17,12,,50.0,306.0,2.2,0.0,Seco,Primavera,2,126,66151.0,5338,12796,18134,6.874,10,34.0,65.0,1,1
2023-10-18,7,,83.0,168.0,0.0,0.0,Seco,Primavera,1,58,27964.0,1846,4362,6208,5.788,10,17.0,65.0,1,1
2023-10-18,12,,63.0,176.0,0.1,0.0,Seco,Primavera,1,26,,997,2399,3395,3.437,10,3.0,115.0,1,2
2023-10-18,14,,51.0,303.0,2.1,0.0,Seco,Primavera,1,23,26103.0,0,2741,2741,3.437,10,3.0,115.0,1,2
2023-10-19,12,,44.0,358.0,0.3,0.0,Seco,Primavera,3,96,55255.0,3440,8247,11687,16.875,10,24.0,150.0,1,1
2023-10-19,13,,40.0,47.0,0.3,0.0,Seco,Primavera,1,84,41522.0,2925,7093,10018,5.788,10,17.0,65.0,1,2
2023-10-20,7,,79.0,135.0,0.0,0.0,Seco,Primavera,1,70,38592.0,2251,5400,7651,6.08,10,7.0,182.0,2,1
2023-10-20,12,,38.0,143.0,0.8,0.0,Seco,Primavera,2,204,95526.0,5426,19282,24708,11.26,10,34.0,65.0,1,1
2023-10-21,12,,65.0,347.0,0.0,0.0,Seco,Primavera,1,89,54510.0,3889,9327,13217,6.0882,10,17.0,100.0,1,1
2023-10-21,13,,54.0,170.0,0.0,0.0,Seco,Primavera,1,51,33045.0,1988,4718,6706,5.615,10,3.0,182.0,1,1
2023-10-22,7,,89.0,156.0,0.0,0.0,Seco,Primavera,1,115,60762.0,4121,9891,14013,5.788,10,17.0,65.0,1,1
2023-10-22,12,,33.0,115.0,3.2,0.0,Seco,Primavera,2,212,96238.0,4521,18484,23005,11.26,10,34.0,65.0,1,1
2023-10-22,13,,35.0,110.0,4.0,0.0,Seco,Primavera,1,38,27080.0,1649,3954,5602,4.719,10,3.0,182.0,2,1
2023-10-23,7,,83.0,171.0,0.0,0.0,Seco,Primavera,1,52,32598.0,2241,5374,7615,4.719,10,17.0,65.0,1,1
2023-10-23,13,,36.0,83.0,1.1,0.0,Seco,Primavera,1,124,65756.0,4158,9972,14130,5.811,10,3.0,182.0,1,1
2023-10-24,12,,47.0,309.0,2.7,0.0,Seco,Primavera,2,168,75333.0,4885,11731,16616,11.599,10,20.0,247.0,1,1
2023-10-25,12,,54.0,313.0,1.9,0.0,Seco,Primavera,1,129,65072.0,4230,10146,14376,4.719,10,17.0,42.0,1,1
2023-10-26,7,,98.0,208.0,0.0,0.0,Seco,Primavera,1,63,18953.0,1288,3057,4344,5.121,10,17.0,65.0,1,1
2023-10-26,12,,81.0,45.0,0.0,0.0,Seco,Primavera,1,170,78349.0,5334,12785,18119,4.816,10,17.0,65.0,1,1
