fecha,hora,pm10_ugm3,humedad_relativa_pct,direccion_viento_grados,velocidad_viento_ms,precipitacion_mm,condicion_lluvia,estacion_anio,n_eventos,numero_taladros,tonelaje_tm,anfo_kg,emulsion_kg,explosivo_total_kg,p80,mes,tiempo_taladro_ms,tiempo_fila_ms,n_retardos_taladro,n_retardos_fila
2023-10-27,12,,67.0,110.0,0.0,0.0,Seco,Primavera,1,116,68616.0,4399,10509,14907,5.121,10,17.0,65.0,1,1
2023-10-27,13,,0.0,0.0,0.0,0.0,Seco,Primavera,1,97,33577.0,2035,4874,6910,4.719,10,17.0,100.0,1,1
2023-10-28,7,,89.0,172.0,0.0,0.0,Seco,Primavera,1,147,82031.0,5382,12879,18261,6.036,10,17.0,42.0,1,1
2023-10-29,12,,47.0,3.0,1.8,0.0,Seco,Primavera,1,184,97813.0,6876,16493,23369,4.943,10,17.0,65.0,1,1
2023-10-30,7,,77.0,164.0,0.0,0.0,Seco,Primavera,2,241,112552.0,7497,17881,25378,11.925999999999998,10,20.0,215.0,1,1
2023-10-31,12,,54.0,125.0,0.0,0.0,Seco,Primavera,1,81,34017.0,2628,6357,8986,6.305,10,3.0,182.0,1,1
2023-11-01,12,,44.0,325.0,2.0,0.0,Seco,Primavera,2,211,105902.0,5418,16256,21674,11.26,11,34.0,130.0,1,1
2023-11-02,7,,69.0,169.0,0.0,0.0,Seco,Primavera,2,75,29605.0,2391,5736,8128,11.427,11,3.0,230.0,1,1
2023-11-02,12,,42.0,333.0,0.5,0.0,Seco,Primavera,2,142,66819.0,4783,11418,16201,11.26,11,20.0,282.0,1,1
2023-11-04,7,,90.0,170.0,0.0,0.0,Seco,Primavera,1,150,69624.0,5163,12353,17517,5.786,11,3.0,115.0,1,1
2023-11-04,12,,72.0,340.0,1.0,0.1,Lluvia ligera,Primavera,2,248,79226.0,6194,17749,23941,11.26,11,34.0,0.0,1,1
2023-11-05,12,,81.0,316.0,1.0,0.0,Seco,Primavera,1,173,96459.0,6799,16268,23067,6.159,11,3.0,115.0,1,1
2023-11-06,13,,64.0,303.0,2.0,0.0,Seco,Primavera,1,132,63669.0,5630,13475,19105,4.809,11,3.0,115.0,1,1
2023-11-07,12,44.6,41.0,120.0,0.3,0.0,Seco,Primavera,1,81,37823.0,1896,7737,9633,4.496,11,17.0,42.0,1,1
2023-11-08,12,46.1,40.0,103.0,3.0,0.0,Seco,Primavera,3,172,71164.0,4925,13973,18899,16.618,11,23.0,360.0,1,1
2023-11-08,13,56.2,39.0,119.0,2.2,0.0,Seco,Primavera,1,75,32851.0,2738,6640,9377,5.415,11,17.0,100.0,1,1
2023-11-09,12,98.6,47.0,306.0,2.4,0.0,Seco,Primavera,1,122,57117.0,4263,10228,14491,4.496,11,17.0,42.0,1,1
2023-11-09,13,42.7,45.0,306.0,2.9,0.0,Seco,Primavera,1,84,36145.0,2708,6422,9130,4.893,11,17.0,25.0,1,1
2023-11-10,12,72.2,42.0,319.0,2.4,0.0,Seco,Primavera,2,118,56324.0,3500,8462,11961,8.899000000000001,11,34.0,100.0,1,1
2023-11-11,12,26.1,72.0,176.0,0.0,0.4,Lluvia ligera,Primavera,1,84,45954.0,1098,10175,11274,4.728,11,17.0,25.0,1,1
2023-11-12,12,27.0,64.0,5.0,0.0,0.0,Seco,Primavera,2,115,53971.0,1973,11345,13318,11.26,11,42.0,165.0,1,1
2023-11-13,12,15.6,63.0,308.0,1.8,0.0,Seco,Primavera,2,165,96351.0,3923,16045,19966,10.184000000000001,11,34.0,84.0,1,1
2023-11-14,12,111.8,59.0,299.0,2.4,0.0,Seco,Primavera,3,208,102914.0,5183,18048,23232,16.587,11,51.0,265.0,1,1
2023-11-15,12,3.0,74.0,331.0,0.0,0.1,Lluvia ligera,Primavera,4,205,100174.0,4913,17074,21987,21.787,11,44.0,416.0,1,1
2023-11-16,12,3.3,68.0,349.0,0.6,0.1,Lluvia ligera,Primavera,3,234,111689.0,5706,18993,24699,17.125999999999998,11,34.0,247.0,1,1
2023-11-17,12,14.6,69.0,7.0,0.0,0.1,Lluvia ligera,Primavera,3,142,71343.0,3241,13322,16563,14.796,11,37.0,382.0,1,1
2023-11-18,13,8.1,54.0,304.0,1.9,0.0,Seco,Primavera,2,261,121143.0,5702,23441,29143,10.661999999999999,11,34.0,130.0,1,1
2023-11-19,12,13.2,52.0,118.0,2.4,0.0,Seco,Primavera,2,102,61572.0,2697,11082,13779,9.644,11,20.0,282.0,1,1
2023-11-20,7,16.3,94.0,209.0,0.0,0.0,Seco,Primavera,1,88,44468.0,1901,7827,9728,4.9003,11,3.0,182.0,1,1
2023-11-20,12,8.7,55.0,297.0,2.4,0.0,Seco,Primavera,1,49,23028.0,508,4706,5214,5.297,11,26.0,182.0,1,1
2023-11-21,12,13.5,38.0,306.0,1.6,0.0,Seco,Primavera,2,140,76319.0,2527,13980,16507,10.59,11,34.0,142.0,1,1
2023-11-22,12,32.2,30.0,294.0,2.4,0.0,Seco,Verano,2,120,45620.0,2487,10308,12796,11.254,11,20.0,282.0,1,1
2023-11-22,13,19.0,30.0,318.0,2.5,0.0,Seco,Verano,1,12,3395.0,198,816,1014,5.181,11,17.0,100.0,1,1
2023-11-23,12,56.1,30.0,308.0,1.7,0.0,Seco,Verano,2,162,86570.0,2770,15070,17840,10.414,11,17.0,282.0,1,1
2023-11-24,12,28.8,30.0,292.0,2.5,0.0,Seco,Verano,2,136,56687.0,1999,10666,12664,11.434999999999999,11,117.0,100.0,1,1
2023-11-25,12,28.2,32.0,310.0,1.8,0.0,Seco,Verano,2,166,78988.0,3294,13624,16918,10.889,11,34.0,142.0,1,1
2023-11-26,12,28.5,64.0,298.0,0.4,0.0,Seco,Verano,2,172,84910.0,2332,14557,16889,10.373,11,34.0,107.0,1,1
2023-11-27,12,28.8,66.0,298.0,0.2,0.0,Seco,Verano,2,252,145373.0,3866,23463,27329,8.751000000000001,11,34.0,130.0,1,1
2023-11-27,13,10.6,61.0,320.0,1.9,0.0,Seco,Verano,1,31,12136.0,275,2547,2823,5.714,11,3.0,182.0,1,1
2023-11-28,12,14.7,60.0,301.0,1.3,0.0,Seco,Verano,2,226,116305.0,2117,19599,21716,10.373,11,20.0,248.0,1,1
2023-11-29,13,7.6,71.0,321.0,2.8,0.1,Lluvia ligera,Verano,1,66,29259.0,1375,5677,7051,5.957,11,17.0,65.0,1,1
2023-11-29,15,5.7,71.0,348.0,0.6,0.2,Lluvia ligera,Verano,1,30,16015.0,643,2643,3286,4.22,11,17.0,65.0,1,2
2023-11-30,7,8.6,99.0,161.0,0.0,3.2,Lluvia moderada,Verano,1,31,18702.0,805,3310,4115,5.805,11,17.0,100.0,1,1
2024-01-01,12,,67.0,315.0,2.1,0.0,Seco,Verano,2,244,113324.0,4918,20278,25196,9.692,1,20.0,215.0,1,1
2024-01-02,12,,60.0,306.0,0.3,0.0,Seco,Verano,2,72,25304.0,1214,5022,6237,10.795,1,34.0,165.0,1,1
2024-01-02,13,,54.0,316.0,1.7,0.0,Seco,Verano,1,10,,0,324,324,3.953,1,17.0,65.0,1,1
2024-01-03,12,16.1,65.0,325.0,1.6,0.0,Seco,Verano,1,106,58507.0,2683,11032,13715,3.966,1,17.0,100.0,1,1
2024-01-04,7,16.1,98.0,170.0,0.0,0.0,Seco,Verano,1,76,108735.0,1282,5281,6563,4.522,1,17.0,100.0,1,1
2024-01-13,12,9.6,63.0,357.0,0.7,0.0,Seco,Verano,2,167,85566.0,3261,13336,16597,11.418,1,34.0,100.0,1,1
2024-01-14,7,6.1,98.0,208.0,0.0,0.0,Seco,Verano,1,93,50335.0,1812,7541,9352,4.026,1,17.0,100.0,1,1
2024-01-14,12,7.5,64.0,310.0,2.5,0.0,Seco,Verano,1,231,113101.0,2173,20019,22192,4.359,1,23.0,129.0,1,1
2024-01-15,7,2.3,98.0,193.0,0.0,0.7,Lluvia ligera,Verano,1,119,62917.0,930,8556,9487,4.905,1,17.0,100.0,1,1
2024-01-16,12,18.4,74.0,315.0,2.6,0.0,Seco,Verano,2,243,121087.0,2232,20624,22856,9.447,1,34.0,200.0,1,1
2024-01-17,12,33.2,62.0,307.0,2.4,0.0,Seco,Verano,1,75,37883.0,743,6813,7556,4.288,1,17.0,100.0,1,1
2024-01-18,12,9.3,92.0,114.0,0.0,1.8,Lluvia ligera,Verano,2,279,128149.0,2761,25611,28373,10.318000000000001,1,17.0,100.0,1,1
2024-01-19,7,5.7,97.0,275.0,0.0,0.0,Seco,Verano,1,86,42696.0,923,8618,9541,6.055,1,23.0,129.0,2,2
2024-01-19,12,22.0,72.0,306.0,1.4,0.0,Seco,Verano,1,38,17265.0,641,2635,3276,5.405,1,17.0,65.0,1,2
2024-01-21,12,22.9,73.0,310.0,0.4,0.0,Seco,Verano,4,273,125477.0,3251,19380,22632,20.528,1,68.0,100.0,1,1
2024-01-23,7,4.1,97.0,160.0,0.0,0.0,Seco,Verano,1,114,72840.0,2870,11805,14674,4.782,1,17.0,42.0,1,2
2024-01-23,12,35.5,64.0,295.0,2.2,0.0,Seco,Verano,2,154,123557.0,1834,12256,14090,9.34,1,34.0,42.0,1,1
2024-01-24,12,23.8,70.0,13.0,0.1,0.0,Seco,Verano,1,39,25090.0,1463,3510,4973,5.553,1,17.0,65.0,1,1
2024-01-25,12,18.2,61.0,317.0,1.6,0.0,Seco,Verano,2,116,56207.0,1332,12375,13707,11.39,1,17.0,565.0,1,1
2024-01-26,12,24.8,56.0,310.0,1.2,0.0,Seco,Verano,2,114,63033.0,1377,9532,10908,9.761,1,34.0,130.0,1,1
2024-01-27,12,25.0,74.0,139.0,0.0,0.0,Seco,Verano,2,161,73566.0,3729,11277,15006,6.286,1,34.0,130.0,1,1
2024-01-27,13,29.2,75.0,39.0,0.0,0.0,Seco,Verano,1,90,46100.0,946,8694,9639,3.379,1,17.0,42.0,1,2
2024-01-28,12,9.0,79.0,18.0,0.0,0.0,Seco,Verano,3,211,114828.0,4244,17342,21584,15.023,1,34.0,607.0,1,1
2024-01-29,12,42.5,69.0,299.0,0.1,0.0,Seco,Verano,2,194,87118.0,2865,11675,14541,8.995000000000001,1,17.0,282.0,1,1
2024-01-30,12,28.0,68.0,297.0,1.5,0.0,Seco,Verano,3,163,77736.0,2795,11568,14361,16.122,1,17.0,100.0,1,1
2024-02-02,12,,73.0,306.0,2.1,0.0,Seco,Verano,1,30,14766.0,609,2504,3113,4.663,2,17.0,65.0,1,1
2024-02-04,7,18.0,97.0,182.0,0.0,0.0,Seco,Verano,1,155,65804.0,4527,10856,15382,4.665,2,17.0,42.0,1,2
2024-02-04,12,16.7,72.0,313.0,0.2,0.0,Seco,Verano,3,113,47566.0,1866,7996,9861,15.418,2,27.0,282.0,1,1
2024-02-14,7,8.3,99.0,88.0,0.0,0.0,Seco,Verano,1,81,45090.0,1694,6938,8632,5.864,2,17.0,100.0,1,1
2024-02-15,12,21.5,59.0,55.0,1.3,0.0,Seco,Verano,1,69,28046.0,1260,5095,6354,4.654,2,17.0,100.0,1,1
2024-02-16,12,23.3,72.0,36.0,0.7,0.0,Seco,Verano,2,168,96379.0,0,19424,19424,10.405999999999999,2,34.0,200.0,1,1
2024-02-17,12,23.1,71.0,349.0,1.5,0.0,Seco,Verano,2,199,91620.0,4054,16636,20690,9.536,2,34.0,200.0,1,1
2024-02-18,7,43.9,94.0,171.0,0.0,0.0,Seco,Verano,1,89,56148.0,2150,8833,10983,5.792,2,17.0,100.0,1,1
2024-02-18,12,31.7,64.0,302.0,0.3,0.0,Seco,Verano,2,70,35338.0,292,5970,6262,9.33,2,34.0,200.0,1,1
2024-02-18,13,26.9,62.0,329.0,0.1,0.0,Seco,Verano,1,28,18556.0,807,3319,4126,4.389,2,17.0,100.0,1,1
2024-02-19,12,16.0,70.0,331.0,0.2,0.0,Seco,Verano,1,129,60198.0,2545,10469,13014,4.654,2,17.0,100.0,1,1
2024-02-20,7,12.7,98.0,164.0,0.0,0.0,Seco,Verano,2,64,27673.0,1252,5147,6399,7.29,2,34.0,200.0,1,1
2024-02-21,12,47.8,35.0,342.0,2.3,0.0,Seco,Verano,2,141,63178.0,2038,12176,14214,6.824,2,34.0,165.0,1,1
2024-02-22,7,14.3,84.0,182.0,0.0,0.0,Seco,Verano,1,124,69528.0,2791,7990,10781,4.325,2,17.0,65.0,1,1
2024-02-22,12,182.5,39.0,293.0,2.2,0.0,Seco,Verano,1,80,44097.0,2890,6934,9823,4.389,2,17.0,100.0,1,1
2024-02-23,7,25.6,69.0,141.0,0.0,0.0,Seco,Verano,1,130,61550.0,4156,9972,14128,4.752,2,17.0,42.0,1,2
2024-02-24,7,77.0,82.0,172.0,0.0,0.0,Seco,Verano,1,170,75023.0,1555,14487,16043,4.389,2,17.0,65.0,1,2
2024-02-24,12,54.9,39.0,297.0,2.7,0.0,Seco,Verano,2,184,98610.0,3770,15573,19343,10.519,2,43.0,295.0,1,1
2024-02-25,12,63.0,32.0,328.0,0.9,0.0,Seco,Verano,1,106,55025.0,3135,7513,10648,6.115,2,17.0,100.0,1,1
2024-02-25,13,25.0,31.0,308.0,1.1,0.0,Seco,Verano,1,26,14459.0,796,1909,2706,6.115,2,17.0,100.0,1,1
2024-02-26,12,33.3,52.0,311.0,0.5,0.0,Seco,Verano,2,207,95887.0,3830,15854,19684,6.317,2,34.0,200.0,1,1
2024-02-27,12,33.4,63.0,296.0,1.0,0.0,Seco,Verano,1,143,68553.0,4637,11120,15757,3.271,2,17.0,42.0,1,1
2024-02-29,12,6.2,69.0,96.0,0.1,0.0,Seco,Verano,2,131,66099.0,2867,11810,14677,6.333,2,34.0,200.0,1,1
2024-03-01,12,24.5,66.0,302.0,2.1,0.0,Seco,Verano,1,151,80565.0,1687,15603,17290,5.132,3,3.0,180.0,1,1
2024-03-02,12,,74.0,290.0,0.0,0.0,Seco,Verano,1,95,53746.0,1898,8301,10199,3.208,3,17.0,42.0,1,2
2024-03-03,12,,75.0,328.0,2.3,0.0,Seco,Verano,1,164,88016.0,3603,14735,18338,3.918,3,17.0,65.0,1,1
2024-03-13,12,29.9,56.0,152.0,0.6,0.0,Seco,Verano,2,122,62164.0,1131,10383,11513,9.538,3,17.0,600.0,1,1
2024-03-14,7,12.9,96.0,161.0,0.3,0.0,Seco,Verano,1,46,,383,3545,3928,4.355,3,23.0,500.0,3,1
2024-03-14,12,148.9,39.0,119.0,4.0,0.0,Seco,Verano,1,113,86150.0,1192,11091,12282,5.243,3,17.0,100.0,1,1
2024-03-15,7,34.8,97.0,186.0,0.0,0.0,Seco,Verano,1,18,,173,1597,1770,4.355,3,23.0,500.0,3,1
2024-03-15,12,83.4,68.0,327.0,1.1,0.0,Seco,Verano,1,44,32401.0,548,5070,5618,6.063,3,17.0,100.0,1,1
2024-03-16,12,16.6,72.0,332.0,1.2,0.0,Seco,Verano,1,114,44661.0,0,4846,4846,4.355,3,26.0,150.0,1,1
2024-03-17,12,62.9,75.0,291.0,0.5,0.0,Seco,Verano,2,245,130414.0,5270,21661,26931,9.001999999999999,3,34.0,200.0,1,1
2024-03-19,7,12.7,96.0,130.0,0.0,0.0,Seco,Verano,1,20,12319.0,241,2228,2469,3.918,3,17.0,100.0,1,1
2024-03-19,12,14.9,68.0,117.0,1.0,0.0,Seco,Verano,2,45,25950.0,597,4120,4717,9.274000000000001,3,34.0,165.0,1,1
2024-03-20,7,24.9,96.0,277.0,0.0,0.0,Seco,Verano,1,89,,1773,7288,9061,6.121,3,17.0,100.0,1,1
2024-03-20,12,8.0,72.0,336.0,0.0,0.0,Seco,Verano,2,77,79928.0,1261,5061,6322,9.046,3,126.0,650.0,1,1
2024-03-22,12,20.4,63.0,331.0,2.0,0.0,Seco,Otoño,1,98,31777.0,0,3062,3062,3.914,3,26.0,150.0,1,1
2024-03-23,7,24.1,99.0,180.0,0.0,0.0,Seco,Otoño,1,143,63208.0,4330,10438,14768,4.171,3,9.0,150.0,1,1
2024-03-23,12,17.5,75.0,343.0,0.0,0.1,Lluvia ligera,Otoño,2,98,52938.0,3098,7279,10377,7.881,3,26.0,215.0,1,1
2024-03-24,12,13.0,64.0,322.0,1.5,0.0,Seco,Otoño,3,166,90382.0,3876,14621,18497,16.794,3,34.0,700.0,1,1
2024-03-25,12,33.8,53.0,298.0,2.4,0.0,Seco,Otoño,1,123,41518.0,0,7091,7091,6.44,3,26.0,150.0,1,1
2024-03-26,7,29.4,92.0,154.0,0.0,0.0,Seco,Otoño,2,165,93184.0,4645,14394,19039,10.575,3,34.0,200.0,1,1
2024-03-28,12,64.5,30.0,313.0,2.8,0.0,Seco,Otoño,2,69,35829.0,1671,6860,8531,10.148,3,7.0,300.0,1,1
2024-03-29,7,109.0,82.0,196.0,0.0,0.0,Seco,Otoño,3,266,101395.0,6477,23026,29503,13.586,3,50.0,430.0,1,1
2024-03-29,12,103.2,47.0,297.0,3.0,0.0,Seco,Otoño,1,92,117267.0,2674,6410,9084,3.718,3,17.0,100.0,1,1
2024-03-31,12,24.4,63.0,297.0,2.3,0.0,Seco,Otoño,4,210,91305.0,3841,11737,15578,17.043,3,60.0,850.0,1,1
2024-04-01,12,12.2,0.0,0.0,0.0,0.0,Seco,Otoño,1,151,80565.0,1687,15603,17290,5.132,4,3.0,180.0,1,1
2024-04-02,7,24.3,97.0,171.0,0.0,0.0,Seco,Otoño,1,76,47159.0,2033,8381,10415,3.9887,4,17.0,100.0,1,1
2024-04-02,12,11.0,82.0,338.0,0.5,,,Otoño,1,75,33789.0,727,6732,7459,3.952,4,17.0,65.0,1,2
2024-04-04,12,10.1,73.0,113.0,0.3,0.0,Seco,Otoño,1,58,29163.0,1067,4324,5391,3.993,4,17.0,100.0,1,1
2024-04-13,12,16.2,84.0,110.0,1.6,0.6,Lluvia ligera,Otoño,1,109,53391.0,1402,7901,9304,5.132,4,17.0,100.0,1,1
2024-04-15,12,16.7,61.0,108.0,0.0,0.0,Seco,Otoño,2,334,188022.0,5603,31568,37171,10.264,4,34.0,200.0,1,1
2024-04-16,7,14.1,90.0,190.0,0.0,0.0,Seco,Otoño,1,112,43735.0,714,6594,7308,4.5,4,23.0,129.0,1,1
2024-04-17,7,85.5,93.0,195.0,0.0,0.0,Seco,Otoño,1,140,59869.0,3070,12688,15759,4.744,4,17.0,100.0,1,1
2024-04-18,12,63.5,58.0,302.0,2.6,0.0,Seco,Otoño,1,253,128507.0,5840,23847,29688,5.132,4,33.0,198.0,1,1
2024-04-20,12,84.4,73.0,345.0,0.9,0.0,Seco,Otoño,1,235,116045.0,5622,23148,28771,4.158,4,33.0,198.0,1,1
2024-04-21,12,22.8,0.0,0.0,0.0,0.0,Seco,Otoño,3,224,74852.0,2759,20013,22772,15.395999999999999,4,137.0,800.0,1,1
2024-04-22,7,11.3,98.0,199.0,0.0,0.0,Seco,Otoño,1,131,76739.0,5177,12412,17589,4.5,4,17.0,65.0,1,2
2024-04-22,12,14.7,74.0,335.0,1.2,0.0,Seco,Otoño,2,109,52901.0,2538,10353,12891,8.993,4,43.0,280.0,1,1
2024-04-24,12,11.9,73.0,322.0,2.6,0.0,Seco,Otoño,2,377,163036.0,3204,30487,33691,9.428,4,59.0,332.0,1,1
2024-04-25,7,6.5,98.0,180.0,0.0,0.0,Seco,Otoño,2,205,27788.0,5879,16043,21923,9.428,4,44.0,332.0,1,1
2024-04-25,12,31.5,74.0,324.0,0.4,0.0,Seco,Otoño,1,151,105546.0,1914,17710,19623,5.132,4,17.0,65.0,1,1
2024-04-26,7,44.5,95.0,124.0,0.0,0.0,Seco,Otoño,2,207,104897.0,3442,19056,22499,10.247,4,24.0,250.0,1,1
2024-04-27,7,15.0,97.0,181.0,0.0,0.0,Seco,Otoño,1,108,48444.0,1101,10180,11281,4.846,4,17.0,100.0,1,1
2024-04-28,7,35.8,94.0,145.0,0.0,0.0,Seco,Otoño,1,47,23337.0,500,4646,5146,4.162,4,17.0,100.0,1,1
2024-04-28,12,14.3,57.0,306.0,2.2,0.0,Seco,Otoño,2,169,86199.0,3660,15038,18698,9.692,4,46.0,364.0,1,1
2024-04-29,12,19.3,74.0,334.0,1.0,0.0,Seco,Otoño,1,149,94780.0,3192,13182,16374,4.846,4,17.0,100.0,1,1
2024-05-01,12,20.2,66.0,303.0,0.1,0.0,Seco,Otoño,1,164,84564.0,1796,16638,18434,4.518,5,17.0,100.0,1,1
2024-05-01,13,15.1,62.0,332.0,0.9,0.0,Seco,Otoño,1,148,53755.0,1638,15065,16703,4.435,5,3.0,180.0,1,1
2024-05-02,12,16.0,57.0,296.0,1.9,0.0,Seco,Otoño,2,114,62097.0,2102,11510,13612,11.231,5,34.0,142.0,1,1
2024-05-03,7,38.6,98.0,157.0,0.0,0.3,Lluvia ligera,Otoño,1,82,42425.0,1909,7911,9820,3.881,5,17.0,65.0,1,1
